epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,587.702,3.18892,4.54672,2.74752,0.73395,0.08192,0.06682,0.02111,3.48934,3.7221,2.35442,0.0097624,0.0097624,0.0097624
26,610.832,3.19494,4.41921,2.736,0.77812,0.09251,0.0548,0.02112,3.43645,3.69673,2.25014,0.0097525,0.0097525,0.0097525
27,633.999,3.14881,4.34646,2.66083,0.79091,0.1054,0.09079,0.02598,3.43897,3.5547,2.31493,0.0097426,0.0097426,0.0097426
28,657.137,3.15005,4.30087,2.6944,0.91557,0.0904,0.08538,0.02782,3.36976,3.58211,2.24769,0.0097327,0.0097327,0.0097327
29,680.286,3.17456,4.27274,2.70493,0.62864,0.11462,0.09799,0.03444,3.3285,3.55871,2.19563,0.0097228,0.0097228,0.0097228
30,703.415,3.12528,4.14059,2.65641,0.76611,0.10542,0.1119,0.03856,3.31044,3.42978,2.20161,0.0097129,0.0097129,0.0097129
31,726.569,3.09704,4.06741,2.58953,0.74197,0.13393,0.13731,0.04178,3.2456,3.42539,2.17193,0.009703,0.009703,0.009703
32,749.745,3.05959,3.98761,2.54145,0.86673,0.12904,0.13801,0.04117,3.28193,3.35436,2.1208,0.0096931,0.0096931,0.0096931
33,772.917,3.00771,3.87077,2.52702,0.76174,0.13808,0.14385,0.04852,3.22635,3.31186,2.13167,0.0096832,0.0096832,0.0096832
34,796.046,3.05193,3.92707,2.51825,0.83343,0.16388,0.15496,0.05219,3.18962,3.296,2.12081,0.0096733,0.0096733,0.0096733
35,819.203,3.00253,3.87946,2.52681,0.70169,0.16445,0.17639,0.06507,3.15581,3.14273,2.07104,0.0096634,0.0096634,0.0096634
36,842.321,2.96928,3.81802,2.51561,0.5813,0.15634,0.17589,0.0666,3.07438,3.37343,2.0723,0.0096535,0.0096535,0.0096535
37,865.402,2.94548,3.70313,2.52591,0.82686,0.13287,0.13485,0.04359,3.22956,3.26088,2.15073,0.0096436,0.0096436,0.0096436
38,888.548,2.89698,3.58076,2.4235,0.48456,0.18777,0.17671,0.06489,3.11468,3.09949,2.09367,0.0096337,0.0096337,0.0096337
39,911.665,2.92252,3.70459,2.50441,0.69492,0.15048,0.15836,0.06019,3.05834,3.09554,2.09127,0.0096238,0.0096238,0.0096238
40,934.748,2.8784,3.58885,2.45538,0.48958,0.15681,0.15981,0.06185,3.08492,3.11552,2.08168,0.0096139,0.0096139,0.0096139
41,957.857,2.89132,3.59734,2.4408,0.72035,0.17325,0.19314,0.07618,2.99233,3.11163,2.02186,0.009604,0.009604,0.009604
42,981.002,2.85671,3.54095,2.3746,0.64573,0.15323,0.17903,0.072,3.05631,3.18016,2.06415,0.0095941,0.0095941,0.0095941
43,1004.18,2.84764,3.5146,2.39336,0.76321,0.16777,0.18531,0.06845,3.01002,3.02399,2.04779,0.0095842,0.0095842,0.0095842
44,1027.24,2.87122,3.50168,2.38789,0.68979,0.18353,0.17572,0.07226,2.95677,3.08373,2.0248,0.0095743,0.0095743,0.0095743
45,1050.17,2.80598,3.47962,2.38417,0.54094,0.18322,0.19282,0.07296,2.99955,2.98394,2.01675,0.0095644,0.0095644,0.0095644
46,1073.13,2.7966,3.37648,2.3496,0.54461,0.22561,0.21899,0.08484,2.96309,2.99987,2.03767,0.0095545,0.0095545,0.0095545
47,1096.07,2.79387,3.41647,2.3606,0.72038,0.1796,0.2231,0.08947,2.93622,2.94227,1.99799,0.0095446,0.0095446,0.0095446
48,1119.02,2.79066,3.38658,2.35499,0.5279,0.1857,0.18486,0.0716,2.98951,3.09255,2.03941,0.0095347,0.0095347,0.0095347
49,1141.97,2.75992,3.34309,2.30622,0.70063,0.18504,0.2122,0.08751,2.98826,2.92961,2.04184,0.0095248,0.0095248,0.0095248
50,1164.94,2.778,3.37238,2.30315,0.56974,0.17628,0.19491,0.07852,2.9707,3.06422,1.9824,0.0095149,0.0095149,0.0095149
51,1187.86,2.72625,3.2037,2.29979,0.3248,0.26609,0.2089,0.08333,2.97849,2.87261,2.01572,0.009505,0.009505,0.009505
52,1210.78,2.73321,3.28807,2.29208,0.38967,0.28017,0.23558,0.08919,2.9966,2.97656,2.01508,0.0094951,0.0094951,0.0094951
53,1233.72,2.72201,3.20602,2.28699,0.7833,0.17909,0.22058,0.08523,2.94003,2.97024,1.98523,0.0094852,0.0094852,0.0094852
54,1256.69,2.68919,3.16375,2.26102,0.72094,0.16863,0.21017,0.07336,2.94529,2.97932,1.99483,0.0094753,0.0094753,0.0094753
55,1279.68,2.69929,3.15064,2.22391,0.38251,0.26366,0.21913,0.09072,2.8963,2.88212,1.97161,0.0094654,0.0094654,0.0094654
56,1302.62,2.71188,3.21981,2.31419,0.35454,0.24891,0.19805,0.06927,3.04602,3.05159,2.02395,0.0094555,0.0094555,0.0094555
57,1325.57,2.72585,3.22406,2.27368,0.5582,0.20407,0.2294,0.09065,2.82981,2.97001,1.95146,0.0094456,0.0094456,0.0094456
58,1348.55,2.65042,3.12812,2.22496,0.54993,0.21377,0.23964,0.09516,2.86646,2.85111,1.95578,0.0094357,0.0094357,0.0094357
59,1371.55,2.65598,3.12617,2.25456,0.38665,0.29824,0.24617,0.09526,2.86568,2.87522,1.95313,0.0094258,0.0094258,0.0094258
60,1394.53,2.67213,3.08782,2.22243,0.73507,0.19188,0.226,0.08625,2.89782,2.96104,1.98722,0.0094159,0.0094159,0.0094159
61,1417.52,2.60945,3.10975,2.23409,0.89245,0.20031,0.22643,0.08801,2.90106,2.8436,1.94721,0.009406,0.009406,0.009406
62,1440.49,2.61872,3.07813,2.22047,0.54044,0.22301,0.23649,0.09335,2.83288,2.82393,1.91595,0.0093961,0.0093961,0.0093961
63,1463.48,2.54253,3.00343,2.18679,0.55515,0.21365,0.21896,0.08302,2.86282,2.8272,1.94198,0.0093862,0.0093862,0.0093862
64,1486.5,2.59825,3.11616,2.22599,0.56508,0.20531,0.22577,0.08487,2.89846,2.83539,1.96551,0.0093763,0.0093763,0.0093763
65,1509.43,2.62352,3.04843,2.18201,0.53019,0.24537,0.23481,0.0941,2.86488,2.86236,1.95001,0.0093664,0.0093664,0.0093664
66,1532.88,2.55326,2.99392,2.17768,0.52164,0.24407,0.22928,0.09321,2.85573,2.82004,1.95975,0.0093565,0.0093565,0.0093565
67,1556.55,2.56268,2.9928,2.1872,0.53282,0.26842,0.25282,0.10146,2.87735,2.84193,1.94301,0.0093466,0.0093466,0.0093466
68,1580.29,2.54133,2.96106,2.14701,0.35575,0.25848,0.23626,0.10232,2.81685,2.7931,1.8943,0.0093367,0.0093367,0.0093367
69,1603.95,2.53597,2.94882,2.13072,0.45002,0.25211,0.23288,0.09757,2.84617,2.79297,1.93669,0.0093268,0.0093268,0.0093268
70,1627.69,2.54783,3.00106,2.15639,0.38044,0.31786,0.24619,0.10015,2.81972,2.75799,1.91668,0.0093169,0.0093169,0.0093169
71,1651.33,2.59951,3.03062,2.13819,0.3552,0.29372,0.24215,0.09795,2.80527,2.87165,1.90676,0.009307,0.009307,0.009307
72,1674.7,2.52881,2.9331,2.10394,0.52066,0.27019,0.25789,0.09023,2.84293,2.84554,1.91034,0.0092971,0.0092971,0.0092971
73,1698.22,2.5436,3.00543,2.13041,0.3818,0.24541,0.24015,0.09613,2.80674,2.82848,1.92199,0.0092872,0.0092872,0.0092872
74,1722,2.54364,2.94833,2.13161,0.43248,0.23938,0.2389,0.09507,2.87525,2.93077,1.93461,0.0092773,0.0092773,0.0092773
75,1745.66,2.53023,2.97744,2.11187,0.69482,0.22066,0.25792,0.10433,2.85149,2.72003,1.9087,0.0092674,0.0092674,0.0092674
76,1769.49,2.49543,2.8812,2.07589,0.40619,0.24367,0.2441,0.09607,2.87353,2.8211,1.93227,0.0092575,0.0092575,0.0092575
77,1793.11,2.4817,2.87516,2.08752,0.54816,0.24106,0.2414,0.0991,2.7906,2.69884,1.87737,0.0092476,0.0092476,0.0092476
78,1816.08,2.4696,2.83592,2.0691,0.57836,0.23515,0.25351,0.10265,2.73456,2.89718,1.86125,0.0092377,0.0092377,0.0092377
79,1839.02,2.5057,2.85434,2.06305,0.53098,0.2855,0.26588,0.09622,2.78868,2.72282,1.87512,0.0092278,0.0092278,0.0092278
80,1861.96,2.49771,2.90267,2.07697,0.41979,0.29013,0.26165,0.09423,2.85981,2.87154,1.9082,0.0092179,0.0092179,0.0092179
81,1884.97,2.48271,2.80494,2.07018,0.41385,0.31363,0.2644,0.10372,2.74843,2.83206,1.90837,0.009208,0.009208,0.009208
82,1907.96,2.51629,2.85724,2.05602,0.47616,0.27433,0.25574,0.09267,2.83366,2.98192,1.88707,0.0091981,0.0091981,0.0091981
83,1930.91,2.46374,2.86586,2.10942,0.44613,0.32012,0.2588,0.09641,2.75902,2.75374,1.87441,0.0091882,0.0091882,0.0091882
84,1953.88,2.44387,2.78866,2.03763,0.37523,0.36611,0.26795,0.10081,2.8066,2.74528,1.87493,0.0091783,0.0091783,0.0091783
85,1976.88,2.47146,2.80089,2.0596,0.35595,0.29838,0.24148,0.09744,2.76204,2.72631,1.86208,0.0091684,0.0091684,0.0091684
86,1999.87,2.45374,2.84072,2.08887,0.43651,0.32672,0.26348,0.09879,2.79365,2.78244,1.88294,0.0091585,0.0091585,0.0091585
87,2022.85,2.44671,2.78395,2.03175,0.7254,0.24691,0.25714,0.10137,2.80374,2.76964,1.91619,0.0091486,0.0091486,0.0091486
88,2045.84,2.47363,2.81546,2.04607,0.39143,0.29618,0.27595,0.1006,2.80193,2.79502,1.89197,0.0091387,0.0091387,0.0091387
89,2068.82,2.42269,2.79355,2.06356,0.40596,0.3334,0.25894,0.10795,2.77928,2.68419,1.89601,0.0091288,0.0091288,0.0091288
90,2091.86,2.40544,2.75508,2.02604,0.38418,0.3697,0.2806,0.10185,2.80959,2.82602,1.9157,0.0091189,0.0091189,0.0091189
91,2114.86,2.3936,2.73275,2.00751,0.41895,0.26565,0.26876,0.11421,2.73986,2.68946,1.88299,0.009109,0.009109,0.009109
92,2137.87,2.41442,2.76935,2.03134,0.42711,0.30486,0.27894,0.10347,2.73466,2.681,1.88871,0.0090991,0.0090991,0.0090991
93,2160.85,2.45483,2.80253,2.04562,0.42332,0.31731,0.27271,0.10703,2.73997,2.80399,1.88783,0.0090892,0.0090892,0.0090892
94,2183.82,2.39218,2.82428,2.02121,0.43246,0.3087,0.29639,0.11117,2.6943,2.63568,1.85403,0.0090793,0.0090793,0.0090793
95,2206.79,2.39936,2.78824,2.05255,0.56772,0.23645,0.26616,0.09965,2.73705,2.61245,1.85435,0.0090694,0.0090694,0.0090694
96,2229.72,2.3905,2.73064,2.01158,0.45321,0.33405,0.29901,0.11514,2.71202,2.61057,1.83213,0.0090595,0.0090595,0.0090595
97,2252.68,2.36353,2.74984,1.97645,0.4064,0.29354,0.29319,0.11416,2.71006,2.6477,1.86648,0.0090496,0.0090496,0.0090496
98,2275.65,2.41059,2.75891,2.02185,0.43952,0.34363,0.28166,0.09784,2.69926,2.68514,1.83141,0.0090397,0.0090397,0.0090397
99,2298.59,2.3741,2.69116,1.98464,0.48455,0.34933,0.30383,0.11641,2.72072,2.7469,1.88533,0.0090298,0.0090298,0.0090298
100,2321.56,2.37218,2.72723,1.98561,0.29884,0.29326,0.30159,0.11683,2.66899,2.59488,1.88551,0.0090199,0.0090199,0.0090199
101,2344.54,2.33918,2.72563,1.98564,0.46669,0.31072,0.29421,0.11982,2.64948,2.65824,1.85411,0.00901,0.00901,0.00901
102,2367.51,2.33353,2.68548,1.95986,0.47336,0.323,0.29362,0.11887,2.68285,2.65885,1.83705,0.0090001,0.0090001,0.0090001
103,2390.5,2.33681,2.66099,1.9614,0.40971,0.37153,0.28158,0.11393,2.65659,2.60004,1.81094,0.0089902,0.0089902,0.0089902
104,2413.48,2.35698,2.78572,2.02039,0.2567,0.34305,0.27642,0.10859,2.64679,2.67719,1.84406,0.0089803,0.0089803,0.0089803
105,2436.48,2.31397,2.70148,2.00295,0.20633,0.32597,0.27619,0.10492,2.71504,2.74466,1.85606,0.0089704,0.0089704,0.0089704
106,2459.47,2.32848,2.71555,1.9787,0.47695,0.30068,0.29367,0.11245,2.65982,2.65404,1.84739,0.0089605,0.0089605,0.0089605
107,2482.78,2.27829,2.62019,1.96961,0.25187,0.34949,0.27606,0.11028,2.67075,2.61352,1.86803,0.0089506,0.0089506,0.0089506
108,2506.09,2.36343,2.65153,1.95795,0.28908,0.29898,0.27559,0.10259,2.63726,2.73807,1.86136,0.0089407,0.0089407,0.0089407
109,2529.38,2.34685,2.66085,1.98681,0.44932,0.36623,0.29815,0.12364,2.6176,2.64578,1.81667,0.0089308,0.0089308,0.0089308
110,2552.67,2.29444,2.63281,1.96127,0.45332,0.35818,0.27571,0.11148,2.63704,2.76263,1.85203,0.0089209,0.0089209,0.0089209
111,2575.94,2.31428,2.64088,1.94794,0.29309,0.35901,0.29208,0.12151,2.60993,2.51816,1.85585,0.008911,0.008911,0.008911
112,2599.25,2.30368,2.6597,1.94073,0.29689,0.40172,0.32269,0.12148,2.61281,2.51255,1.83951,0.0089011,0.0089011,0.0089011
113,2622.5,2.26969,2.56674,1.93077,0.62587,0.28511,0.31533,0.12309,2.62267,2.61017,1.83474,0.0088912,0.0088912,0.0088912
114,2645.77,2.29735,2.6412,1.94686,0.43222,0.39906,0.31372,0.11154,2.64359,2.75182,1.82865,0.0088813,0.0088813,0.0088813
115,2669.01,2.27937,2.63462,1.9389,0.22221,0.32779,0.30796,0.12825,2.65383,2.60882,1.84049,0.0088714,0.0088714,0.0088714
116,2692.36,2.32829,2.65791,1.93524,0.35567,0.31543,0.31111,0.12517,2.64109,2.56163,1.8086,0.0088615,0.0088615,0.0088615
117,2715.7,2.2609,2.51755,1.89597,0.30163,0.3282,0.30013,0.12666,2.61104,2.51795,1.8077,0.0088516,0.0088516,0.0088516
118,2739.03,2.25589,2.61903,1.89923,0.2972,0.40428,0.30244,0.11908,2.62948,2.5587,1.82186,0.0088417,0.0088417,0.0088417
119,2762.31,2.23765,2.58424,1.92419,0.35898,0.35787,0.31396,0.11376,2.70135,2.63304,1.87876,0.0088318,0.0088318,0.0088318
120,2785.59,2.27579,2.58973,1.93854,0.30795,0.37338,0.29805,0.12262,2.55711,2.48522,1.81634,0.0088219,0.0088219,0.0088219
121,2808.86,2.28254,2.64921,1.93955,0.32026,0.37313,0.3073,0.11613,2.64564,2.60444,1.84233,0.008812,0.008812,0.008812
122,2832.16,2.26176,2.60391,1.90273,0.30586,0.34669,0.29688,0.1065,2.67927,2.59239,1.82917,0.0088021,0.0088021,0.0088021
123,2855.45,2.22065,2.52234,1.8813,0.33861,0.34029,0.33546,0.1274,2.61938,2.6281,1.8311,0.0087922,0.0087922,0.0087922
124,2878.74,2.22616,2.51612,1.89264,0.49643,0.29422,0.31275,0.12391,2.60884,2.51797,1.82088,0.0087823,0.0087823,0.0087823
125,2902.02,2.2626,2.5538,1.86596,0.30844,0.36534,0.3071,0.11756,2.65541,2.56909,1.86462,0.0087724,0.0087724,0.0087724
126,2925.33,2.24891,2.53844,1.90119,0.51851,0.3518,0.3221,0.12118,2.61214,2.53249,1.84322,0.0087625,0.0087625,0.0087625
127,2948.6,2.23402,2.52245,1.88555,0.36612,0.34605,0.33613,0.12189,2.65684,2.63027,1.83367,0.0087526,0.0087526,0.0087526
128,2971.86,2.22,2.53358,1.88696,0.28279,0.31804,0.30571,0.11705,2.64666,2.57831,1.84144,0.0087427,0.0087427,0.0087427
129,2995.09,2.21952,2.53287,1.87565,0.31175,0.40048,0.31277,0.12521,2.60816,2.52592,1.8049,0.0087328,0.0087328,0.0087328
130,3018.36,2.18497,2.52624,1.88519,0.30795,0.45981,0.3382,0.13613,2.58969,2.46074,1.79939,0.0087229,0.0087229,0.0087229
131,3041.68,2.22761,2.51391,1.8469,0.33355,0.42912,0.34775,0.12535,2.62695,2.51533,1.83116,0.008713,0.008713,0.008713
132,3064.97,2.21806,2.52964,1.89414,0.29455,0.49602,0.31241,0.11731,2.62103,2.57266,1.84177,0.0087031,0.0087031,0.0087031
133,3088.29,2.22032,2.52733,1.88534,0.34568,0.39596,0.32791,0.11674,2.62435,2.51252,1.86481,0.0086932,0.0086932,0.0086932
134,3111.59,2.20071,2.48113,1.86392,0.37552,0.39091,0.3454,0.12596,2.61455,2.47987,1.85781,0.0086833,0.0086833,0.0086833
135,3134.89,2.24564,2.53352,1.914,0.37415,0.42891,0.35265,0.1387,2.56569,2.46922,1.81022,0.0086734,0.0086734,0.0086734
136,3158.17,2.15371,2.4497,1.86334,0.50046,0.4201,0.35018,0.12557,2.63303,2.46679,1.80848,0.0086635,0.0086635,0.0086635
137,3181.48,2.19824,2.43344,1.88067,0.44816,0.38249,0.35339,0.13374,2.58802,2.50322,1.82711,0.0086536,0.0086536,0.0086536
138,3204.8,2.2033,2.49262,1.88143,0.38731,0.37159,0.33943,0.13678,2.60022,2.5357,1.81781,0.0086437,0.0086437,0.0086437
139,3228.06,2.1873,2.46335,1.84499,0.38342,0.45515,0.33032,0.13256,2.59322,2.5541,1.8235,0.0086338,0.0086338,0.0086338
140,3251.36,2.22135,2.50118,1.83172,0.39526,0.34022,0.32774,0.12948,2.56329,2.55093,1.81797,0.0086239,0.0086239,0.0086239
141,3274.63,2.18112,2.41658,1.82563,0.4433,0.34708,0.34646,0.12258,2.62917,2.59697,1.8487,0.008614,0.008614,0.008614
142,3297.92,2.15168,2.40102,1.84329,0.41332,0.34773,0.32672,0.12081,2.58475,2.50675,1.82154,0.0086041,0.0086041,0.0086041
143,3321.22,2.18691,2.42797,1.84458,0.48489,0.36268,0.34068,0.11786,2.59435,2.49691,1.82872,0.0085942,0.0085942,0.0085942
144,3344.49,2.19112,2.4787,1.86673,0.32594,0.38755,0.32888,0.11979,2.57616,2.47896,1.85314,0.0085843,0.0085843,0.0085843
145,3367.73,2.15284,2.41392,1.85174,0.33664,0.4238,0.33998,0.11556,2.62925,2.51367,1.8554,0.0085744,0.0085744,0.0085744
146,3391.03,2.13971,2.4045,1.82965,0.37364,0.43993,0.3537,0.12734,2.59314,2.49375,1.8443,0.0085645,0.0085645,0.0085645
147,3414.32,2.21086,2.52041,1.87541,0.40485,0.33826,0.34334,0.12089,2.59566,2.52463,1.82872,0.0085546,0.0085546,0.0085546
148,3437.62,2.16432,2.40155,1.86284,0.51597,0.37217,0.38274,0.13933,2.60751,2.47512,1.82507,0.0085447,0.0085447,0.0085447
149,3460.93,2.15969,2.45446,1.88406,0.40984,0.40333,0.37223,0.13624,2.61958,2.57938,1.82635,0.0085348,0.0085348,0.0085348
150,3484.27,2.18317,2.46909,1.84041,0.34383,0.43735,0.3533,0.12432,2.6811,2.54421,1.84911,0.0085249,0.0085249,0.0085249
151,3507.56,2.14822,2.37764,1.85049,0.42904,0.36855,0.37264,0.13545,2.61783,2.46738,1.80005,0.008515,0.008515,0.008515
152,3530.86,2.17938,2.42274,1.85747,0.35405,0.3983,0.35778,0.13653,2.62111,2.47795,1.84802,0.0085051,0.0085051,0.0085051
153,3554.12,2.1667,2.36148,1.85616,0.56389,0.39531,0.40859,0.14027,2.63953,2.40674,1.85112,0.0084952,0.0084952,0.0084952
154,3577.43,2.16018,2.42099,1.85289,0.3127,0.43417,0.31884,0.12292,2.61902,2.5185,1.85132,0.0084853,0.0084853,0.0084853
155,3600.74,2.17297,2.41868,1.85709,0.44945,0.42473,0.33075,0.12448,2.69609,2.61502,1.85675,0.0084754,0.0084754,0.0084754
156,3624.06,2.16497,2.36572,1.83176,0.4193,0.41292,0.33322,0.12996,2.62267,2.50834,1.78023,0.0084655,0.0084655,0.0084655
157,3647.35,2.09439,2.29298,1.8056,0.38746,0.41817,0.34615,0.13206,2.6182,2.39049,1.78483,0.0084556,0.0084556,0.0084556
158,3670.64,2.13302,2.38378,1.81778,0.51691,0.42658,0.35572,0.12984,2.65715,2.49049,1.83932,0.0084457,0.0084457,0.0084457
159,3693.9,2.09428,2.33657,1.82322,0.48139,0.39948,0.3561,0.12639,2.54475,2.3527,1.80164,0.0084358,0.0084358,0.0084358
160,3717.15,2.0904,2.34013,1.8147,0.42679,0.35277,0.36665,0.13779,2.62977,2.44921,1.82716,0.0084259,0.0084259,0.0084259
161,3740.4,2.12167,2.39393,1.8255,0.37892,0.41143,0.33483,0.12181,2.60609,2.52625,1.807,0.008416,0.008416,0.008416
162,3763.72,2.15076,2.37389,1.81811,0.54976,0.38174,0.35516,0.13909,2.63071,2.39592,1.83676,0.0084061,0.0084061,0.0084061
163,3787.04,2.13242,2.38661,1.78164,0.40887,0.40085,0.36974,0.13769,2.61461,2.40921,1.80691,0.0083962,0.0083962,0.0083962
164,3810.36,2.1175,2.4043,1.8362,0.45165,0.35818,0.37054,0.14455,2.61258,2.37465,1.82383,0.0083863,0.0083863,0.0083863
165,3833.66,2.10581,2.34393,1.82066,0.46344,0.39789,0.41439,0.15161,2.60622,2.49568,1.80009,0.0083764,0.0083764,0.0083764
166,3857,2.09429,2.31659,1.78517,0.37571,0.4028,0.37643,0.14253,2.5562,2.50967,1.80472,0.0083665,0.0083665,0.0083665
167,3880.27,2.12454,2.3271,1.79287,0.4988,0.41566,0.39023,0.14028,2.57417,2.43545,1.8057,0.0083566,0.0083566,0.0083566
168,3903.57,2.05527,2.27974,1.78874,0.60097,0.35903,0.36129,0.14346,2.56893,2.3709,1.81599,0.0083467,0.0083467,0.0083467
169,3926.87,2.06605,2.27924,1.76727,0.49156,0.38994,0.37787,0.15158,2.58391,2.43593,1.80691,0.0083368,0.0083368,0.0083368
170,3950.21,2.10996,2.36106,1.82809,0.49891,0.34132,0.36948,0.13591,2.55019,2.51133,1.82062,0.0083269,0.0083269,0.0083269
171,3973.5,2.10986,2.29969,1.81228,0.39179,0.48678,0.41351,0.15457,2.57284,2.42161,1.82085,0.008317,0.008317,0.008317
172,3996.79,2.09985,2.32292,1.81272,0.49149,0.38913,0.40291,0.13503,2.60945,2.45504,1.83392,0.0083071,0.0083071,0.0083071
173,4020.07,2.08851,2.28671,1.79125,0.42424,0.4232,0.39835,0.14521,2.51688,2.34345,1.77425,0.0082972,0.0082972,0.0082972
174,4043.4,2.10991,2.36447,1.81206,0.42536,0.4686,0.40183,0.15059,2.57746,2.35664,1.79355,0.0082873,0.0082873,0.0082873
175,4066.66,2.10215,2.29907,1.78807,0.43816,0.47463,0.41089,0.14384,2.56474,2.37941,1.78815,0.0082774,0.0082774,0.0082774
176,4089.94,2.08488,2.32753,1.79865,0.61834,0.34246,0.40249,0.14523,2.55535,2.38629,1.77777,0.0082675,0.0082675,0.0082675
177,4113.24,2.11731,2.29777,1.79188,0.64046,0.37798,0.42698,0.14941,2.58885,2.40112,1.79119,0.0082576,0.0082576,0.0082576
178,4136.61,2.09367,2.34456,1.79551,0.57615,0.41146,0.39585,0.14585,2.53886,2.5302,1.7945,0.0082477,0.0082477,0.0082477
179,4159.89,2.06205,2.31314,1.80381,0.45712,0.41988,0.38983,0.13381,2.60372,2.47245,1.80853,0.0082378,0.0082378,0.0082378
180,4183.19,2.03964,2.23507,1.79286,0.44361,0.35797,0.39851,0.14084,2.55644,2.45825,1.79256,0.0082279,0.0082279,0.0082279
181,4206.5,2.06211,2.27061,1.76856,0.52199,0.36816,0.38767,0.14489,2.55428,2.38211,1.79633,0.008218,0.008218,0.008218
182,4229.79,2.04764,2.22491,1.78372,0.5486,0.36281,0.37685,0.13953,2.55594,2.41629,1.80635,0.0082081,0.0082081,0.0082081
183,4253.04,2.02174,2.17441,1.74574,0.47557,0.3867,0.40943,0.1414,2.54454,2.42283,1.80326,0.0081982,0.0081982,0.0081982
184,4276.41,2.08508,2.28252,1.78707,0.59347,0.38426,0.41524,0.14482,2.59198,2.35028,1.78913,0.0081883,0.0081883,0.0081883
185,4299.66,2.07602,2.31014,1.79402,0.52021,0.37185,0.39741,0.1376,2.55247,2.41756,1.80542,0.0081784,0.0081784,0.0081784
