epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,2646.64,2.27172,2.64569,1.9245,0.30352,0.33547,0.26998,0.09314,2.83326,2.76199,1.85041,0.0081982,0.0081982,0.0081982
184,2661.04,2.33181,2.69349,1.93558,0.29726,0.38348,0.28426,0.0863,2.83881,2.81483,1.88802,0.0081883,0.0081883,0.0081883
185,2675.47,2.33406,2.72717,1.91972,0.34084,0.33862,0.29089,0.09928,2.8334,2.67324,1.84623,0.0081784,0.0081784,0.0081784
186,2689.9,2.32916,2.70749,1.91218,0.37237,0.29172,0.28897,0.09567,2.82189,2.80626,1.85366,0.0081685,0.0081685,0.0081685
187,2704.38,2.32075,2.63706,1.86116,0.31538,0.36681,0.27143,0.09273,2.82311,2.76473,1.84097,0.0081586,0.0081586,0.0081586
188,2718.81,2.33341,2.69737,1.91924,0.31802,0.38801,0.29322,0.09701,2.84521,2.68021,1.85342,0.0081487,0.0081487,0.0081487
189,2733.24,2.35256,2.69078,1.87632,0.28676,0.36881,0.3008,0.09991,2.82384,2.7154,1.83365,0.0081388,0.0081388,0.0081388
190,2747.68,2.25963,2.63354,1.8805,0.27384,0.35578,0.27093,0.09279,2.85439,2.85276,1.85391,0.0081289,0.0081289,0.0081289
191,2762.09,2.33917,2.66713,1.88544,0.52729,0.29122,0.28007,0.09216,2.81666,2.82426,1.8545,0.008119,0.008119,0.008119
192,2776.51,2.25088,2.66591,1.85709,0.30571,0.34194,0.29483,0.09852,2.7918,2.75132,1.85607,0.0081091,0.0081091,0.0081091
193,2790.92,2.28185,2.68267,1.87695,0.40431,0.37093,0.31095,0.10107,2.86172,2.74741,1.91174,0.0080992,0.0080992,0.0080992
194,2805.34,2.23339,2.54828,1.84938,0.37798,0.32161,0.32122,0.09499,2.86598,2.75058,1.87929,0.0080893,0.0080893,0.0080893
195,2819.72,2.34041,2.65554,1.86513,0.32887,0.40091,0.28137,0.09336,2.8718,2.71881,1.86344,0.0080794,0.0080794,0.0080794
196,2834.1,2.23614,2.58483,1.85801,0.30601,0.29699,0.25699,0.09035,2.89511,2.75598,1.90389,0.0080695,0.0080695,0.0080695
197,2848.47,2.31131,2.67224,1.85493,0.31107,0.35329,0.30983,0.09376,2.91508,2.8235,1.87387,0.0080596,0.0080596,0.0080596
198,2862.88,2.31709,2.56954,1.84872,0.35479,0.36888,0.30866,0.08966,2.85195,2.70815,1.85277,0.0080497,0.0080497,0.0080497
199,2877.31,2.23023,2.59752,1.84557,0.28943,0.33298,0.29144,0.08603,2.8489,2.68077,1.8849,0.0080398,0.0080398,0.0080398
200,2891.7,2.23074,2.62349,1.87011,0.3195,0.28577,0.26979,0.09272,2.80983,2.66956,1.85521,0.0080299,0.0080299,0.0080299
201,2906.09,2.21352,2.60461,1.85891,0.31072,0.32234,0.30395,0.1042,2.83979,2.6678,1.78967,0.00802,0.00802,0.00802
202,2920.51,2.25888,2.5428,1.80898,0.52212,0.34533,0.29953,0.10901,2.83621,2.72259,1.8525,0.0080101,0.0080101,0.0080101
203,2934.97,2.25939,2.67422,1.86058,0.42035,0.35456,0.32875,0.10668,2.80108,2.68636,1.8401,0.0080002,0.0080002,0.0080002
204,2949.42,2.24611,2.63609,1.82098,0.41559,0.35707,0.31377,0.10071,2.813,2.67126,1.84706,0.0079903,0.0079903,0.0079903
205,2963.84,2.20861,2.55804,1.8125,0.31786,0.38044,0.28653,0.1064,2.81495,2.72661,1.85918,0.0079804,0.0079804,0.0079804
206,2978.17,2.29175,2.62817,1.82054,0.38694,0.34766,0.30944,0.10191,2.77648,2.62662,1.85895,0.0079705,0.0079705,0.0079705
207,2992.52,2.1913,2.56599,1.81859,0.34799,0.28561,0.29633,0.09994,2.82922,2.62885,1.86319,0.0079606,0.0079606,0.0079606
208,3006.93,2.27088,2.53889,1.8288,0.40449,0.34904,0.29637,0.09923,2.80774,2.67912,1.86751,0.0079507,0.0079507,0.0079507
209,3021.35,2.24328,2.59953,1.82948,0.30396,0.37881,0.27827,0.0952,2.79181,2.74852,1.82936,0.0079408,0.0079408,0.0079408
210,3035.85,2.26016,2.58604,1.83867,0.55623,0.34571,0.32772,0.10667,2.80813,2.67295,1.85678,0.0079309,0.0079309,0.0079309
211,3050.2,2.26346,2.6272,1.83381,0.5542,0.31245,0.33958,0.10624,2.86137,2.7229,1.85991,0.007921,0.007921,0.007921
212,3064.63,2.19167,2.55513,1.81127,0.35069,0.37311,0.3013,0.10034,2.80221,2.685,1.87542,0.0079111,0.0079111,0.0079111
213,3079.06,2.22604,2.59839,1.83081,0.38095,0.33711,0.35191,0.10631,2.79362,2.6717,1.87357,0.0079012,0.0079012,0.0079012
214,3093.51,2.19764,2.57339,1.83693,0.3604,0.33284,0.32364,0.11314,2.76815,2.58939,1.84161,0.0078913,0.0078913,0.0078913
215,3107.94,2.18396,2.51833,1.78625,0.36937,0.36563,0.32001,0.10842,2.77747,2.69078,1.83153,0.0078814,0.0078814,0.0078814
216,3122.35,2.23004,2.61431,1.86287,0.3363,0.3945,0.32656,0.10671,2.78964,2.58973,1.84723,0.0078715,0.0078715,0.0078715
217,3136.74,2.20487,2.54386,1.83331,0.3441,0.31783,0.31545,0.1029,2.79493,2.58333,1.819,0.0078616,0.0078616,0.0078616
218,3151.15,2.21871,2.53997,1.81801,0.43358,0.36321,0.36863,0.10025,2.82923,2.6895,1.87216,0.0078517,0.0078517,0.0078517
219,3165.56,2.19309,2.49813,1.78853,0.60789,0.36806,0.33541,0.10347,2.79592,2.66764,1.86626,0.0078418,0.0078418,0.0078418
220,3179.97,2.18335,2.55632,1.82624,0.3687,0.32175,0.2831,0.09197,2.85231,2.83351,1.86907,0.0078319,0.0078319,0.0078319
221,3194.36,2.18362,2.5518,1.83055,0.37086,0.39222,0.29738,0.10415,2.79205,2.78182,1.89162,0.007822,0.007822,0.007822
222,3208.87,2.19422,2.53784,1.82711,0.49224,0.37908,0.28414,0.09597,2.79337,2.64501,1.86406,0.0078121,0.0078121,0.0078121
223,3223.3,2.21337,2.54952,1.79704,0.56214,0.33457,0.32132,0.10241,2.76762,2.69655,1.88669,0.0078022,0.0078022,0.0078022
224,3237.68,2.18689,2.57312,1.81823,0.51031,0.34185,0.28757,0.09478,2.77142,2.77103,1.87891,0.0077923,0.0077923,0.0077923
225,3252.09,2.18959,2.57704,1.83926,0.54852,0.36983,0.31443,0.10668,2.75376,2.71632,1.89691,0.0077824,0.0077824,0.0077824
226,3266.53,2.20432,2.57866,1.81255,0.50297,0.32389,0.30509,0.10019,2.84444,2.61349,1.91393,0.0077725,0.0077725,0.0077725
227,3280.95,2.16861,2.48149,1.79333,0.60774,0.34654,0.32122,0.11024,2.76515,2.68551,1.89744,0.0077626,0.0077626,0.0077626
228,3295.37,2.21631,2.55372,1.82693,0.56077,0.34667,0.33284,0.10402,2.82917,2.65704,1.9244,0.0077527,0.0077527,0.0077527
229,3309.81,2.19441,2.48708,1.82667,0.36264,0.37144,0.35938,0.10738,2.80593,2.59781,1.92808,0.0077428,0.0077428,0.0077428
230,3324.2,2.19494,2.56314,1.81998,0.4504,0.35383,0.35403,0.10832,2.80779,2.66602,1.87408,0.0077329,0.0077329,0.0077329
231,3338.58,2.17584,2.50546,1.81834,0.59,0.33929,0.35422,0.10646,2.78,2.6265,1.89201,0.007723,0.007723,0.007723
232,3352.92,2.15554,2.45988,1.79934,0.58243,0.3652,0.35571,0.10307,2.74844,2.67051,1.8814,0.0077131,0.0077131,0.0077131
233,3367.34,2.19146,2.51608,1.8,0.56532,0.3426,0.33291,0.1107,2.79684,2.67057,1.91224,0.0077032,0.0077032,0.0077032
234,3381.76,2.16262,2.48243,1.81113,0.35709,0.3982,0.36247,0.11586,2.78909,2.71856,1.87053,0.0076933,0.0076933,0.0076933
235,3396.25,2.12614,2.47896,1.80606,0.40792,0.3606,0.33373,0.10994,2.77025,2.65107,1.9085,0.0076834,0.0076834,0.0076834
236,3410.69,2.18681,2.50065,1.80372,0.56805,0.33824,0.34896,0.10932,2.73662,2.62511,1.88161,0.0076735,0.0076735,0.0076735
237,3425.12,2.17428,2.51451,1.81291,0.46449,0.4002,0.37209,0.11328,2.77496,2.70962,1.89523,0.0076636,0.0076636,0.0076636
238,3439.56,2.12721,2.45119,1.79658,0.50313,0.35077,0.32435,0.11024,2.7264,2.54367,1.85489,0.0076537,0.0076537,0.0076537
239,3454.03,2.15598,2.50465,1.78587,0.5227,0.38966,0.3611,0.10838,2.7408,2.58541,1.87201,0.0076438,0.0076438,0.0076438
240,3468.49,2.18256,2.57228,1.79372,0.5954,0.34543,0.37862,0.1151,2.7737,2.62888,1.90498,0.0076339,0.0076339,0.0076339
241,3482.89,2.14802,2.53311,1.79689,0.2936,0.40637,0.30025,0.09835,2.79701,2.64461,1.91651,0.007624,0.007624,0.007624
242,3497.34,2.12457,2.41684,1.81585,0.40783,0.41686,0.37053,0.114,2.7399,2.57367,1.89346,0.0076141,0.0076141,0.0076141
243,3511.74,2.10483,2.39812,1.78741,0.53622,0.35165,0.36945,0.12385,2.72979,2.60517,1.88014,0.0076042,0.0076042,0.0076042
244,3526.17,2.16437,2.47566,1.79381,0.4527,0.3822,0.3534,0.11799,2.70577,2.57565,1.85474,0.0075943,0.0075943,0.0075943
245,3540.58,2.15336,2.43471,1.80471,0.64044,0.32773,0.3618,0.12058,2.74561,2.61235,1.89321,0.0075844,0.0075844,0.0075844
246,3555,2.11268,2.38945,1.75818,0.58694,0.3874,0.36007,0.11224,2.71552,2.59292,1.83269,0.0075745,0.0075745,0.0075745
247,3569.36,2.11568,2.37271,1.80397,0.34328,0.35488,0.31849,0.10356,2.73214,2.62372,1.87691,0.0075646,0.0075646,0.0075646
248,3583.79,2.10055,2.40476,1.78763,0.38407,0.38761,0.33987,0.11016,2.70449,2.57156,1.88009,0.0075547,0.0075547,0.0075547
249,3598.18,2.15541,2.45341,1.79596,0.30168,0.39692,0.29356,0.10911,2.72721,2.61016,1.897,0.0075448,0.0075448,0.0075448
250,3612.59,2.14313,2.39713,1.79894,0.54407,0.39872,0.36613,0.11174,2.72651,2.64868,1.88399,0.0075349,0.0075349,0.0075349
251,3626.98,2.10941,2.48977,1.81055,0.51817,0.37264,0.38601,0.12417,2.75991,2.56311,1.89783,0.007525,0.007525,0.007525
252,3641.41,2.13975,2.42198,1.76759,0.41454,0.415,0.33495,0.10525,2.71619,2.5767,1.86077,0.0075151,0.0075151,0.0075151
253,3655.86,2.16944,2.46732,1.79628,0.52262,0.33702,0.36942,0.11243,2.71714,2.57139,1.84488,0.0075052,0.0075052,0.0075052
254,3670.32,2.10435,2.44656,1.81945,0.55644,0.42989,0.38918,0.11976,2.75269,2.60005,1.9169,0.0074953,0.0074953,0.0074953
255,3684.71,2.10348,2.37619,1.78252,0.34679,0.4138,0.31768,0.10389,2.73361,2.61189,1.87357,0.0074854,0.0074854,0.0074854
256,3699.07,2.13917,2.40576,1.76538,0.4457,0.34271,0.39174,0.12795,2.71062,2.5594,1.8612,0.0074755,0.0074755,0.0074755
257,3713.43,2.05795,2.37356,1.77213,0.4831,0.39256,0.38141,0.11369,2.73806,2.66077,1.89935,0.0074656,0.0074656,0.0074656
258,3727.85,2.06768,2.3316,1.75519,0.56212,0.40892,0.37646,0.11721,2.6863,2.58368,1.86709,0.0074557,0.0074557,0.0074557
259,3742.26,2.09794,2.414,1.79149,0.50509,0.36673,0.33939,0.10853,2.64164,2.6097,1.85576,0.0074458,0.0074458,0.0074458
260,3756.75,2.12013,2.46743,1.76551,0.38413,0.43466,0.33235,0.09827,2.71681,2.62393,1.89339,0.0074359,0.0074359,0.0074359
261,3771.23,2.12952,2.44444,1.77605,0.57239,0.40903,0.36822,0.10962,2.73,2.61515,1.86191,0.007426,0.007426,0.007426
262,3785.72,2.14086,2.41964,1.77777,0.46591,0.40075,0.35723,0.10629,2.74113,2.55232,1.88868,0.0074161,0.0074161,0.0074161
263,3800.15,2.08804,2.36314,1.77277,0.52365,0.40005,0.33683,0.11006,2.74733,2.5635,1.88253,0.0074062,0.0074062,0.0074062
264,3814.56,2.08906,2.36454,1.76759,0.50783,0.4183,0.34921,0.11087,2.73392,2.57593,1.87006,0.0073963,0.0073963,0.0073963
265,3828.93,2.1077,2.35384,1.73624,0.37272,0.40509,0.35257,0.11122,2.6987,2.55437,1.86378,0.0073864,0.0073864,0.0073864
266,3843.39,2.0989,2.38843,1.79239,0.57828,0.41023,0.35764,0.11577,2.70892,2.55263,1.89594,0.0073765,0.0073765,0.0073765
267,3857.81,2.07789,2.34174,1.75834,0.48762,0.42361,0.36425,0.11788,2.68099,2.50818,1.87473,0.0073666,0.0073666,0.0073666
268,3872.19,2.08544,2.36349,1.73896,0.53891,0.3922,0.37649,0.11519,2.72926,2.5522,1.89434,0.0073567,0.0073567,0.0073567
269,3886.58,2.07237,2.33447,1.7617,0.42884,0.40748,0.3787,0.12057,2.70756,2.53863,1.89125,0.0073468,0.0073468,0.0073468
270,3900.98,2.09014,2.37577,1.74864,0.34326,0.46763,0.37218,0.12741,2.6986,2.45923,1.87195,0.0073369,0.0073369,0.0073369
271,3915.39,2.091,2.40494,1.78894,0.60383,0.37207,0.38255,0.12777,2.70482,2.53189,1.83399,0.007327,0.007327,0.007327
272,3929.81,2.06942,2.31181,1.73203,0.45703,0.40167,0.37447,0.12972,2.71435,2.55703,1.87044,0.0073171,0.0073171,0.0073171
273,3944.2,2.09413,2.36608,1.75314,0.36995,0.43048,0.34286,0.11977,2.70282,2.52213,1.86462,0.0073072,0.0073072,0.0073072
274,3958.69,2.06691,2.3496,1.70596,0.56775,0.37439,0.35906,0.11982,2.72482,2.54452,1.86801,0.0072973,0.0072973,0.0072973
275,3973.11,2.07359,2.29782,1.74072,0.4192,0.33253,0.35946,0.12494,2.71,2.54365,1.88285,0.0072874,0.0072874,0.0072874
276,3987.5,2.11141,2.42661,1.75149,0.34014,0.45411,0.36181,0.12265,2.71786,2.48774,1.87703,0.0072775,0.0072775,0.0072775
277,4001.88,2.07098,2.3777,1.75904,0.41738,0.41782,0.35671,0.11987,2.75985,2.52424,1.85807,0.0072676,0.0072676,0.0072676
278,4016.27,2.08111,2.36615,1.75087,0.40489,0.4002,0.34878,0.11414,2.69663,2.50444,1.88876,0.0072577,0.0072577,0.0072577
279,4030.71,2.06222,2.353,1.77067,0.31945,0.46898,0.3579,0.12478,2.68171,2.53195,1.84193,0.0072478,0.0072478,0.0072478
280,4045.12,2.03083,2.33148,1.73518,0.33909,0.462,0.36269,0.12866,2.67491,2.57257,1.83648,0.0072379,0.0072379,0.0072379
281,4059.48,2.10197,2.38672,1.7634,0.49742,0.41018,0.36397,0.1268,2.69041,2.5748,1.83738,0.007228,0.007228,0.007228
282,4073.83,2.06858,2.33144,1.76379,0.40196,0.44244,0.35956,0.12635,2.67547,2.53181,1.86675,0.0072181,0.0072181,0.0072181
283,4088.23,2.08958,2.41487,1.74515,0.51493,0.32334,0.32711,0.1209,2.65658,2.51893,1.84549,0.0072082,0.0072082,0.0072082
284,4102.62,2.06407,2.32324,1.72213,0.58149,0.40593,0.36995,0.12579,2.71403,2.48356,1.87838,0.0071983,0.0071983,0.0071983
285,4116.98,2.0605,2.32855,1.75366,0.39967,0.46066,0.39612,0.13501,2.70785,2.53414,1.87347,0.0071884,0.0071884,0.0071884
286,4131.39,2.07799,2.32735,1.76063,0.35073,0.48172,0.38282,0.12596,2.6872,2.55968,1.848,0.0071785,0.0071785,0.0071785
287,4145.87,2.07697,2.37001,1.76788,0.62719,0.34553,0.39754,0.13717,2.68613,2.49973,1.86147,0.0071686,0.0071686,0.0071686
288,4160.31,2.03717,2.25327,1.68204,0.57674,0.42061,0.39895,0.12601,2.66675,2.46836,1.85277,0.0071587,0.0071587,0.0071587
289,4174.75,2.04967,2.33618,1.72716,0.61776,0.36085,0.41374,0.12487,2.71658,2.58403,1.89811,0.0071488,0.0071488,0.0071488
290,4189.17,2.06892,2.33428,1.74473,0.59243,0.38904,0.37034,0.12111,2.66983,2.52505,1.86533,0.0071389,0.0071389,0.0071389
291,4203.62,2.04734,2.33039,1.73489,0.47712,0.40562,0.3838,0.12511,2.68597,2.53329,1.87401,0.007129,0.007129,0.007129
292,4218.1,2.04038,2.29995,1.73657,0.39757,0.45103,0.41346,0.14203,2.68523,2.57909,1.87316,0.0071191,0.0071191,0.0071191
293,4232.51,1.99556,2.2134,1.70713,0.56048,0.40473,0.40591,0.13283,2.69668,2.50078,1.87092,0.0071092,0.0071092,0.0071092
294,4247,2.03233,2.31819,1.70791,0.58163,0.38337,0.38101,0.12995,2.68824,2.54671,1.85942,0.0070993,0.0070993,0.0070993
295,4261.39,2.04238,2.29594,1.7555,0.42708,0.48238,0.40236,0.12534,2.70743,2.498,1.87816,0.0070894,0.0070894,0.0070894
296,4275.78,2.00725,2.26364,1.71793,0.40233,0.35035,0.3991,0.12604,2.70056,2.47635,1.88028,0.0070795,0.0070795,0.0070795
297,4290.19,2.05591,2.29027,1.71929,0.63859,0.30997,0.36587,0.1202,2.68686,2.55889,1.86355,0.0070696,0.0070696,0.0070696
298,4304.64,2.00509,2.25474,1.72667,0.37837,0.42711,0.39454,0.12588,2.68162,2.52001,1.85027,0.0070597,0.0070597,0.0070597
299,4319.03,2.04213,2.32587,1.72367,0.34439,0.44784,0.34746,0.11959,2.71984,2.56882,1.87249,0.0070498,0.0070498,0.0070498
300,4333.46,2.04641,2.29367,1.70157,0.37715,0.41566,0.38751,0.12302,2.68203,2.46108,1.83941,0.0070399,0.0070399,0.0070399
301,4347.89,2.01655,2.26646,1.73858,0.61645,0.39123,0.38188,0.12285,2.69005,2.46802,1.86524,0.00703,0.00703,0.00703
302,4362.32,2.04975,2.30608,1.73746,0.39821,0.48189,0.38462,0.12554,2.6891,2.44625,1.84633,0.0070201,0.0070201,0.0070201
303,4376.71,1.95537,2.18885,1.68943,0.45863,0.42648,0.40719,0.13318,2.65677,2.41781,1.8256,0.0070102,0.0070102,0.0070102
304,4391.18,1.98748,2.24426,1.66075,0.38486,0.43173,0.36586,0.12861,2.66623,2.55444,1.85325,0.0070003,0.0070003,0.0070003
305,4405.64,1.98977,2.25,1.7319,0.56164,0.39909,0.38171,0.13454,2.69742,2.53801,1.81909,0.0069904,0.0069904,0.0069904
306,4419.98,2.04492,2.23939,1.72924,0.46831,0.43139,0.37981,0.13233,2.68231,2.43209,1.85114,0.0069805,0.0069805,0.0069805
307,4434.38,2.04287,2.27201,1.70887,0.40017,0.44848,0.36998,0.1292,2.68593,2.46577,1.83754,0.0069706,0.0069706,0.0069706
308,4448.83,2.03434,2.2205,1.69578,0.37874,0.42433,0.35609,0.11776,2.66301,2.41776,1.80266,0.0069607,0.0069607,0.0069607
309,4463.41,2.04695,2.28426,1.73702,0.57543,0.40961,0.3748,0.12432,2.70221,2.47447,1.83828,0.0069508,0.0069508,0.0069508
310,4477.98,2.01236,2.25624,1.7089,0.33011,0.45563,0.35457,0.12253,2.64579,2.47133,1.8247,0.0069409,0.0069409,0.0069409
311,4492.48,2.00756,2.1984,1.69707,0.59337,0.39763,0.42206,0.14051,2.63951,2.4396,1.81075,0.006931,0.006931,0.006931
312,4506.93,1.99319,2.1596,1.68862,0.33487,0.45398,0.34643,0.11715,2.68827,2.45663,1.86694,0.0069211,0.0069211,0.0069211
313,4521.34,1.99476,2.21221,1.69334,0.61931,0.37912,0.39034,0.13361,2.68711,2.4048,1.81241,0.0069112,0.0069112,0.0069112
314,4535.73,2.04198,2.2189,1.69705,0.69863,0.359,0.4143,0.13953,2.70351,2.48157,1.84206,0.0069013,0.0069013,0.0069013
315,4550.19,1.95587,2.17571,1.68609,0.36391,0.44502,0.38929,0.13248,2.69271,2.44507,1.8546,0.0068914,0.0068914,0.0068914
316,4564.59,2.03429,2.25122,1.70714,0.39048,0.39663,0.3721,0.12568,2.72192,2.39399,1.84718,0.0068815,0.0068815,0.0068815
317,4579.02,2.02259,2.25937,1.70343,0.44742,0.41124,0.37351,0.1291,2.70837,2.44077,1.83674,0.0068716,0.0068716,0.0068716
318,4593.45,2.00166,2.21106,1.69004,0.36237,0.43975,0.40807,0.13856,2.67531,2.42979,1.80793,0.0068617,0.0068617,0.0068617
319,4607.85,2.01161,2.23781,1.69642,0.55686,0.40572,0.42501,0.13579,2.68871,2.40123,1.8054,0.0068518,0.0068518,0.0068518
320,4622.28,1.95683,2.19306,1.67662,0.58872,0.39071,0.42805,0.13787,2.68082,2.47115,1.8208,0.0068419,0.0068419,0.0068419
321,4636.67,2.00278,2.24088,1.70225,0.404,0.44232,0.3885,0.13075,2.66724,2.48582,1.82357,0.006832,0.006832,0.006832
322,4651.08,1.96714,2.1857,1.69175,0.57065,0.3997,0.40178,0.12118,2.68816,2.48919,1.84791,0.0068221,0.0068221,0.0068221
323,4665.47,1.98525,2.16885,1.6926,0.42636,0.49112,0.41955,0.13865,2.67962,2.49264,1.83319,0.0068122,0.0068122,0.0068122
324,4679.88,2.03216,2.22155,1.73038,0.52801,0.38889,0.37598,0.12363,2.66636,2.45544,1.79858,0.0068023,0.0068023,0.0068023
325,4694.25,1.9909,2.24172,1.68404,0.37359,0.45646,0.40466,0.13155,2.65457,2.48966,1.78911,0.0067924,0.0067924,0.0067924
326,4708.62,1.99966,2.23826,1.70138,0.42239,0.43545,0.39337,0.13065,2.6649,2.46511,1.82116,0.0067825,0.0067825,0.0067825
327,4723,1.99154,2.2175,1.70325,0.37366,0.48318,0.40961,0.14722,2.63785,2.40612,1.82121,0.0067726,0.0067726,0.0067726
328,4737.41,2.00711,2.23703,1.71245,0.39645,0.4722,0.35435,0.12722,2.65104,2.4752,1.84626,0.0067627,0.0067627,0.0067627
329,4751.82,1.95855,2.16427,1.66317,0.39335,0.46076,0.42474,0.13738,2.68158,2.4633,1.8361,0.0067528,0.0067528,0.0067528
330,4766.24,1.99242,2.21147,1.69451,0.55713,0.4072,0.38822,0.13435,2.66634,2.3932,1.80838,0.0067429,0.0067429,0.0067429
331,4780.59,1.93536,2.16051,1.67625,0.49931,0.4155,0.39489,0.13137,2.66683,2.40239,1.85642,0.006733,0.006733,0.006733
332,4794.97,1.97774,2.13358,1.68055,0.62628,0.3887,0.38579,0.13392,2.66697,2.4354,1.85191,0.0067231,0.0067231,0.0067231
333,4809.43,1.89966,2.11135,1.65602,0.49896,0.43499,0.37915,0.13381,2.66261,2.42622,1.83985,0.0067132,0.0067132,0.0067132
334,4823.99,2.02882,2.23875,1.69765,0.34802,0.42773,0.34253,0.12616,2.67409,2.43555,1.81394,0.0067033,0.0067033,0.0067033
335,4838.45,1.96013,2.15706,1.66208,0.44365,0.42785,0.41077,0.11672,2.68839,2.54435,1.80327,0.0066934,0.0066934,0.0066934
336,4852.92,1.94842,2.15609,1.67251,0.36112,0.4697,0.36622,0.11781,2.69294,2.45207,1.80379,0.0066835,0.0066835,0.0066835
337,4867.36,1.94531,2.18246,1.68174,0.3864,0.47496,0.39634,0.12441,2.68293,2.39253,1.79709,0.0066736,0.0066736,0.0066736
338,4881.88,1.95605,2.19005,1.6848,0.4409,0.41709,0.3875,0.12378,2.72771,2.46375,1.84486,0.0066637,0.0066637,0.0066637
339,4896.3,1.98453,2.18297,1.67477,0.45991,0.41499,0.40623,0.13119,2.69785,2.46372,1.85386,0.0066538,0.0066538,0.0066538
340,4910.74,1.93302,2.06168,1.65742,0.3487,0.47479,0.41331,0.12901,2.66602,2.47362,1.84675,0.0066439,0.0066439,0.0066439
341,4925.12,1.9418,2.16911,1.68621,0.52013,0.38688,0.42732,0.14223,2.69395,2.46845,1.84053,0.006634,0.006634,0.006634
342,4939.58,1.97036,2.15085,1.66096,0.47615,0.36882,0.38665,0.13723,2.70602,2.52675,1.83024,0.0066241,0.0066241,0.0066241
343,4954,1.96942,2.1471,1.67063,0.36686,0.44275,0.36065,0.12862,2.69253,2.4861,1.85981,0.0066142,0.0066142,0.0066142
344,4968.4,1.93662,2.15391,1.65373,0.35535,0.45122,0.33781,0.12292,2.7103,2.47964,1.8742,0.0066043,0.0066043,0.0066043
345,4982.81,1.9823,2.17227,1.66593,0.42233,0.46333,0.41293,0.13531,2.66688,2.4645,1.81435,0.0065944,0.0065944,0.0065944
346,4997.26,1.88782,2.09073,1.63362,0.36717,0.47075,0.34348,0.12779,2.65261,2.46889,1.80567,0.0065845,0.0065845,0.0065845
347,5011.67,1.92178,2.1044,1.6713,0.43044,0.4785,0.42436,0.14528,2.64888,2.47014,1.81184,0.0065746,0.0065746,0.0065746
348,5026.07,1.96258,2.17369,1.67258,0.41975,0.47081,0.40554,0.13615,2.6639,2.45224,1.82691,0.0065647,0.0065647,0.0065647
349,5040.52,1.91572,2.13533,1.64715,0.37062,0.4817,0.41453,0.14244,2.63299,2.40615,1.80847,0.0065548,0.0065548,0.0065548
350,5054.88,1.96756,2.1967,1.67669,0.53673,0.43973,0.43606,0.1434,2.63403,2.41965,1.82756,0.0065449,0.0065449,0.0065449
351,5069.31,1.94075,2.17408,1.65538,0.43342,0.46899,0.45652,0.14817,2.62666,2.41927,1.81163,0.006535,0.006535,0.006535
352,5083.75,1.96977,2.16675,1.65795,0.43545,0.47047,0.42323,0.13619,2.63983,2.37967,1.80023,0.0065251,0.0065251,0.0065251
353,5098.17,1.91283,2.11377,1.6719,0.3579,0.48942,0.42772,0.13883,2.65755,2.38651,1.80316,0.0065152,0.0065152,0.0065152
354,5112.6,1.94386,2.18996,1.67971,0.34497,0.50112,0.41146,0.14103,2.65167,2.41605,1.83237,0.0065053,0.0065053,0.0065053
355,5127.07,1.92758,2.13045,1.63874,0.37461,0.50074,0.39836,0.12784,2.66872,2.38895,1.83259,0.0064954,0.0064954,0.0064954
356,5141.41,1.96258,2.20947,1.67728,0.3646,0.43065,0.35271,0.12095,2.69814,2.44114,1.81008,0.0064855,0.0064855,0.0064855
357,5155.8,1.92911,2.1089,1.64124,0.39026,0.47391,0.45163,0.14228,2.67914,2.39802,1.80311,0.0064756,0.0064756,0.0064756
358,5170.33,1.96187,2.19613,1.68279,0.56141,0.41026,0.43287,0.14298,2.69744,2.38854,1.81604,0.0064657,0.0064657,0.0064657
359,5184.85,1.96419,2.16576,1.65236,0.42353,0.46584,0.39797,0.14074,2.6584,2.43612,1.80675,0.0064558,0.0064558,0.0064558
360,5199.32,1.94818,2.12677,1.64852,0.57799,0.3672,0.4065,0.13844,2.66455,2.41108,1.79632,0.0064459,0.0064459,0.0064459
361,5213.81,1.95132,2.10537,1.65456,0.64652,0.36996,0.42348,0.14625,2.65741,2.42985,1.80962,0.006436,0.006436,0.006436
362,5228.28,1.90401,2.15264,1.64803,0.52168,0.40418,0.40029,0.13456,2.63652,2.40341,1.78908,0.0064261,0.0064261,0.0064261
363,5242.7,1.92681,2.16109,1.65623,0.45285,0.47069,0.44193,0.14064,2.62854,2.40258,1.7884,0.0064162,0.0064162,0.0064162
364,5257.16,1.8993,2.04826,1.64114,0.46418,0.41229,0.39636,0.13967,2.64569,2.38551,1.80222,0.0064063,0.0064063,0.0064063
365,5271.57,1.88324,2.09593,1.66924,0.45318,0.47624,0.43048,0.13962,2.6721,2.39362,1.79679,0.0063964,0.0063964,0.0063964
366,5285.99,1.94327,2.16408,1.63715,0.44158,0.47236,0.44553,0.14152,2.68968,2.4334,1.82453,0.0063865,0.0063865,0.0063865
367,5300.49,1.89251,2.103,1.64626,0.44061,0.4774,0.42558,0.12498,2.67338,2.40912,1.83176,0.0063766,0.0063766,0.0063766
368,5314.9,1.94345,2.12069,1.63826,0.55207,0.39554,0.43837,0.13649,2.64636,2.40857,1.8079,0.0063667,0.0063667,0.0063667
